model,tahun,harga,transmisi,odometer,jenis,pajak,konsumsiBBM,mesin
 Supra GTR,2017.99,7572.85,Automatic,12134.31,Sport,237.78,74.98531513649567,82.86
 CB150R,2018.96,6254.29,Kopling,89637.04,Skuter,148.23,106.27323742566539,117.54
 Sonic 150,2015.66,20250.57,Manual,22053.75,Trail,257.1,124.39200192794546,104.62
 Revo,2017.5,16365.51,Manual,45147.91,Sport,163.85,106.16893375111808,136.13
 Revo,2013.62,22169.29,Automatic,4718.98,Trail,123.5,79.4659592130376,132.87
 Sonic 150,2013.45,6582.64,Manual,17518.28,Sport,32.35,43.39465801178284,118.25
 Supra GTR,2014.22,17245.24,Kopling,21769.97,Bebek,118.02,64.99052031168819,71.28
 CRF 150,2016.38,9252.17,Manual,7792.84,Trail,220.18,54.83424578290624,46.22
 BeAT,2016.46,34595.54,Manual,78652.6,Trail,276.39,122.095501822088,76.05
 Revo,2013.52,21306.33,Kopling,99872.5,Sport,75.5,94.92397604019348,75.31
 CRF 150,2012.07,25246.34,Automatic,45314.92,Trail,106.57,90.11997253015032,91.54
 Vario 125,2016.06,13951.72,Automatic,104292.79,Bebek,46.19,49.00953553869191,27.91
 Verza,2012.03,6754.76,Manual,26493.14,Skuter,207.22,53.85039039019482,98.34
 Genio,2015.63,34245.2,Kopling,39676.11,Bebek,288.06,121.89101265097658,68.49
 Supra X 125,2016.55,12730.0,Automatic,19126.56,Skuter,192.29,73.11817171175252,93.03
 Revo,2016.6,17021.39,Automatic,74405.37,Bebek,185.12,85.04017678026398,35.94
 Sonic 150,2017.03,24074.1,Automatic,50792.44,Bebek,166.05,65.62855794500888,65.16
 Verza,2017.98,4569.53,Manual,73549.31,Trail,26.54,46.70366800003541,31.53
 PCX,2015.0,29078.27,Kopling,91008.91,Bebek,218.85,126.87821498896325,131.3
 CB150R,2016.84,20539.7,Manual,65597.87,Sport,180.61,100.84723737536801,73.19
 Sonic 150,2015.95,12479.1,Automatic,75237.36,Sport,198.44,73.28819711796665,33.75
 BeAT,2012.49,5721.11,Kopling,111431.62,Sport,269.64,63.28153486868757,6.18
 Vario 125,2011.21,8868.79,Manual,36578.61,Sport,235.19,78.88424951214898,101.36
 CB150R,2013.28,31723.16,Automatic,43649.87,Trail,234.27,87.05260018914048,32.2
 Genio,2014.54,25202.27,Automatic,85835.26,Sport,278.16,152.1587301633822,148.44
 Genio,2015.94,11595.68,Manual,73316.6,Bebek,296.98,115.82574366721762,80.06
 Supra GTR,2017.8,5845.68,Automatic,22397.0,Sport,174.38,72.23546879811829,43.35
 CRF 150,2012.57,25345.51,Automatic,45648.12,Trail,32.66,50.920854779799754,98.65
 BeAT ,2012.0,21657.55,Kopling,56436.35,Skuter,137.74,75.80431649773034,41.28
 Supra GTR,2018.71,16419.6,Automatic,50735.99,Bebek,236.28,121.41549238037884,123.04
 BeAT,2011.86,15143.31,Manual,22366.64,Bebek,8.32,10.86858787274938,46.24
 CRF 150,2014.83,10563.39,Kopling,110158.52,Trail,17.07,86.2854935187772,148.24
 Verza,2015.68,24690.2,Manual,91084.66,Skuter,20.15,81.01485065371534,90.77
 CB150R,2015.33,34082.87,Automatic,58026.85,Sport,219.31,140.28714492747974,126.66
 BeAT ,2011.69,9281.14,Kopling,81406.3,Skuter,150.35,43.48843350857729,10.92
 PCX,2011.46,22428.44,Kopling,106964.38,Bebek,110.67,92.18293717093268,52.24
 Vario 125,2011.84,17033.15,Kopling,17413.11,Bebek,31.69,38.039393066328714,110.62
 CB150R,2015.68,17735.24,Kopling,30849.64,Bebek,219.67,94.17836070863814,98.26
 Supra GTR,2015.35,11728.14,Manual,65244.69,Skuter,96.31,34.59124573337908,29.14
 Supra X 125,2012.87,29542.38,Automatic,95401.76,Sport,79.6,80.90088485999196,53.43
 BeAT Street,2016.1,18938.49,Automatic,5656.71,Bebek,195.7,65.9939443126178,39.52
 BeAT ,2017.56,20752.72,Kopling,117169.59,Trail,167.7,115.07195517971591,92.01
 BeAT ,2011.33,13307.24,Automatic,54914.86,Sport,108.72,22.60986234284551,51.69
 BeAT,2014.99,9471.24,Manual,43657.78,Bebek,192.45,63.78779322105254,46.36
 Vario 125,2016.51,6479.32,Automatic,35832.66,Sport,81.37,37.12670136296843,31.11
 Revo,2013.02,26078.8,Manual,21905.64,Trail,238.45,84.45258453201572,61.35
 Genio,2013.46,9921.31,Manual,94526.79,Skuter,68.8,59.82346653164427,29.33
 Genio,2015.91,25328.66,Automatic,113804.08,Bebek,47.65,109.9052050340918,144.39
 Supra X 125,2018.18,15978.35,Manual,50060.03,Trail,234.73,80.82943886143542,23.18
 Verza,2017.48,16770.76,Manual,113451.87,Bebek,212.37,154.33450845419833,137.0
 BeAT,2015.67,18436.87,Manual,98318.2,Bebek,54.79,55.98466177482469,64.27
 Verza,2016.84,15271.14,Manual,57990.99,Skuter,34.87,55.63994664130695,56.68
 PCX,2013.92,6938.24,Kopling,80696.25,Skuter,251.52,70.53671674986965,34.7
 CRF 150,2016.13,13459.2,Automatic,52570.8,Sport,232.98,99.19221099868325,95.36
 CB150R,2014.73,24506.85,Kopling,67129.84,Trail,98.18,95.23525585725093,102.83
 BeAT Street,2012.52,24570.81,Manual,8220.67,Trail,197.46,64.68753037655596,70.14
 Sonic 150,2016.61,12728.91,Automatic,83312.66,Skuter,37.25,30.541884637545465,8.36
 Revo,2015.45,18153.74,Manual,7606.29,Bebek,152.11,91.8405026249738,137.78
 Supra GTR,2013.87,9834.36,Automatic,97528.4,Sport,5.62,79.06325505558414,147.05
 Sonic 150,2018.29,10362.4,Kopling,98453.43,Skuter,117.48,72.4022923604267,64.66
 CRF 150,2011.17,4518.05,Automatic,29285.28,Sport,22.45,40.997994221934135,92.05
 Sonic 150,2013.53,31776.6,Manual,39472.84,Sport,142.54,66.76054458520852,67.54
 BeAT,2011.46,10372.84,Automatic,58021.5,Trail,126.5,56.20203741399921,48.28
 BeAT ,2017.13,10897.83,Automatic,71593.76,Sport,133.32,56.0149097375736,11.6
 Supra X 125,2016.62,12522.29,Kopling,35200.74,Trail,13.6,25.185824691118206,68.41
 Genio,2013.65,7774.0,Manual,71102.36,Bebek,108.48,79.15956918944356,122.76
 PCX,2016.41,23743.36,Automatic,36428.33,Bebek,226.95,74.22765609330226,2.55
 Verza,2014.17,6143.38,Kopling,7919.98,Skuter,110.67,37.96008905815118,87.32
 BeAT Street,2017.05,7985.98,Automatic,1688.39,Bebek,214.55,87.21408250303324,132.12
 BeAT,2014.63,23914.77,Manual,13292.33,Trail,110.84,47.68176901745889,32.63
 Supra X 125,2014.3,14396.07,Automatic,94606.43,Sport,126.97,70.7351842611945,27.49
 BeAT ,2018.48,25886.26,Automatic,114512.05,Sport,169.17,133.38394617296183,115.84
 Supra GTR,2013.01,21190.09,Automatic,51627.42,Bebek,285.2,78.29090063257955,38.26
 PCX,2011.96,11786.6,Automatic,61712.88,Trail,32.66,42.06730387292107,28.8
 BeAT,2015.68,24104.18,Manual,18669.01,Sport,9.87,57.53865039392036,56.7
 BeAT ,2018.75,7426.62,Kopling,66224.8,Bebek,182.39,89.32182236594181,58.88
 BeAT Street,2014.02,20534.47,Kopling,18410.95,Trail,284.73,116.22315380055939,131.12
 Genio,2011.5,17437.58,Automatic,73305.87,Trail,296.92,103.54682449283057,92.77
 Genio,2013.71,12156.39,Manual,111197.28,Sport,145.25,75.00400342974463,60.89
 BeAT,2015.05,22643.35,Manual,24416.69,Skuter,140.42,78.35398093220965,80.16
 Genio,2012.3,30983.74,Manual,91348.8,Skuter,193.49,140.477669356935,143.09
 Supra X 125,2016.26,34963.83,Manual,4156.27,Trail,166.69,70.67808272928632,16.98
 Supra X 125,2018.98,22760.59,Manual,45571.63,Trail,190.23,82.46655078755549,31.16
 Verza,2014.61,16425.42,Manual,14421.56,Bebek,262.2,97.92001389290395,144.38
 BeAT,2013.84,10825.24,Automatic,42862.91,Trail,223.89,119.96239637802209,143.6
 Verza,2014.21,11820.14,Kopling,21809.18,Bebek,149.06,27.889006077463883,26.57
 BeAT,2011.92,18757.52,Kopling,45313.69,Bebek,138.56,40.12539829550046,21.77
 Supra GTR,2018.07,15257.7,Automatic,50516.32,Bebek,191.88,85.82972536164816,63.16
 BeAT,2014.32,32309.1,Kopling,36758.25,Trail,136.71,72.15420463736908,7.46
 BeAT Street,2014.1,15289.45,Manual,78648.48,Trail,137.33,122.52732126711349,98.24
 CRF 150,2016.28,15450.1,Manual,109502.21,Bebek,4.89,50.331823307197396,11.62
 PCX,2014.54,15764.89,Kopling,48524.65,Sport,52.22,24.653865561729916,8.7
 Vario 125,2016.19,29900.71,Manual,24021.9,Trail,146.55,85.23903324481255,72.78
 Vario 125,2011.49,24102.94,Manual,33243.97,Skuter,246.8,126.49920765725186,143.67
 BeAT ,2017.51,22960.45,Kopling,101871.88,Sport,83.62,85.12433632473574,64.02
 Genio,2018.52,14223.93,Automatic,68649.56,Skuter,156.79,97.32484255725107,53.47
 PCX,2016.19,29316.79,Kopling,54927.14,Trail,103.49,119.00824057123732,149.69
 Sonic 150,2018.64,4995.91,Kopling,18997.11,Sport,31.44,47.54561167200234,79.8
 CRF 150,2012.21,30967.0,Kopling,54305.47,Trail,287.49,107.94482893177924,56.29
 Supra X 125,2014.82,19796.28,Kopling,34158.09,Trail,256.4,88.51067081358097,57.88
 CB150R,2015.81,16224.01,Automatic,112362.63,Sport,23.55,64.63347811884988,29.24
 Revo,2015.65,19310.12,Automatic,105409.81,Trail,215.94,105.52817190373607,76.83
 Supra GTR,2014.21,24621.7,Manual,11262.89,Sport,104.27,49.964119229937566,65.83
 Genio,2013.7,4197.27,Manual,62179.93,Trail,298.45,65.98026941946328,40.62
 Genio,2012.01,30990.55,Kopling,27871.14,Bebek,90.72,46.34517575249953,24.08
 BeAT Street,2014.13,17736.83,Manual,49722.62,Skuter,71.62,56.22725382891076,46.69
 Genio,2012.3,14499.21,Automatic,104560.06,Bebek,170.37,96.38944099311708,76.3
 Supra X 125,2016.87,8112.12,Manual,63457.83,Trail,250.54,82.08426120460729,8.75
 Supra X 125,2012.67,17509.88,Manual,40714.44,Trail,57.76,28.84437223182097,23.06
 Revo,2011.47,19283.77,Manual,25850.94,Trail,212.82,110.38680493738654,142.15
 BeAT,2015.42,16392.37,Kopling,95556.42,Bebek,18.42,60.70648511834899,81.43
 Sonic 150,2015.76,24972.52,Manual,74871.17,Trail,275.68,83.33041989413314,9.52
 PCX,2017.98,16930.55,Automatic,56463.11,Sport,24.32,81.96386741081702,103.96
 Genio,2015.62,33794.27,Automatic,26979.99,Skuter,274.27,86.5432946593182,9.27
 Vario 125,2013.76,22495.86,Automatic,40718.09,Trail,147.24,87.863672308594,110.83
 Verza,2017.42,28991.5,Automatic,114325.22,Trail,134.43,128.12879213987992,112.49
 BeAT Street,2015.32,7210.79,Manual,62584.26,Skuter,291.99,92.23209084455544,97.66
 BeAT Street,2011.63,16194.09,Kopling,48536.88,Skuter,297.12,106.13848554285063,109.83
 Vario 125,2015.53,14308.31,Automatic,62741.0,Skuter,195.05,68.8702011527867,13.19
 BeAT ,2018.26,21566.28,Automatic,93046.01,Bebek,38.14,103.25486191026688,109.02
 Vario 125,2014.17,30664.88,Kopling,41407.88,Bebek,151.85,65.25906449285776,20.5
 CRF 150,2013.37,6243.07,Kopling,22417.38,Trail,158.75,44.4309877379353,50.93
 BeAT ,2012.15,6063.26,Automatic,70214.0,Skuter,154.33,97.63893884605177,141.41
 CB150R,2012.21,30328.06,Automatic,79658.25,Trail,170.85,90.42404360920823,75.43
 Verza,2014.46,10439.71,Kopling,85248.69,Trail,5.62,93.82265534362617,145.11
 BeAT Street,2015.77,24663.43,Automatic,105164.78,Trail,213.37,92.51590820181397,13.34
 Vario 125,2011.64,20736.25,Automatic,45062.98,Bebek,213.72,85.85444218153556,71.63
 CB150R,2018.52,29784.45,Manual,10257.18,Skuter,34.64,26.03119889219697,9.36
 BeAT,2017.04,7701.65,Kopling,114149.34,Trail,171.07,84.91599122024701,94.53
 Supra GTR,2015.69,7848.1,Manual,52574.07,Bebek,170.51,56.71307266858835,11.81
 PCX,2017.63,21171.18,Manual,74722.86,Sport,204.74,77.44072596480376,26.31
 CB150R,2011.64,33325.07,Kopling,79787.82,Sport,25.62,47.71191021464635,38.82
 CRF 150,2014.81,16746.52,Manual,65693.26,Trail,187.95,111.5094817632202,112.31
 PCX,2016.04,13999.27,Automatic,25541.4,Trail,84.23,28.680146939489546,24.59
 Vario 125,2017.63,22727.1,Manual,90240.38,Skuter,152.1,135.38172956219364,126.99
 Sonic 150,2017.27,32828.07,Kopling,95959.65,Skuter,232.0,108.14179224194994,19.79
 BeAT,2013.22,29910.31,Automatic,66453.55,Trail,211.69,77.24911848341148,5.29
 CB150R,2018.53,34857.09,Automatic,58874.62,Bebek,35.67,61.751784001766595,59.26
 Verza,2011.99,4503.12,Automatic,14796.85,Trail,177.36,95.14327523280402,146.92
 Vario 125,2018.0,7320.06,Automatic,11268.67,Skuter,290.73,61.55299781810389,16.55
 Genio,2018.77,22813.78,Manual,41343.86,Skuter,47.03,37.48882681249455,15.26
 Supra X 125,2012.42,29400.16,Manual,37964.85,Bebek,255.87,115.25949165051175,112.67
 CB150R,2016.78,12698.34,Automatic,113597.26,Trail,210.76,78.54218923791781,46.82
 Verza,2011.32,11262.15,Kopling,93591.27,Skuter,232.2,111.98777794964964,107.59
 CRF 150,2014.24,28351.86,Automatic,79037.03,Trail,84.59,53.14415968099915,30.0
 Supra GTR,2015.13,5558.06,Manual,62296.96,Skuter,86.37,42.30846449820645,69.01
 Genio,2015.65,15323.37,Automatic,21083.3,Sport,271.81,56.389892207657056,39.79
 Supra GTR,2018.49,19579.74,Manual,116515.23,Sport,107.95,109.77333125225157,67.73
 Vario 125,2016.38,21281.32,Automatic,45517.91,Sport,18.9,69.45412146181167,115.36
 Supra X 125,2014.85,26531.06,Kopling,13971.76,Skuter,180.18,110.46358379930454,114.3
 CB150R,2017.48,14869.83,Automatic,59490.88,Bebek,37.45,58.07956433500935,77.37
 CB150R,2018.6,22914.14,Kopling,104224.73,Sport,238.98,135.35255698106516,139.26
 Sonic 150,2011.18,22062.13,Kopling,105788.77,Skuter,192.52,73.13418392214011,39.57
 BeAT Street,2018.86,20884.07,Automatic,2681.24,Trail,262.42,86.40579128315296,36.05
 Sonic 150,2011.69,23781.44,Kopling,105671.67,Sport,235.45,116.5633224774325,92.07
 Vario 125,2017.52,11893.55,Kopling,33333.56,Bebek,33.63,52.39687556762665,93.19
 Vario 125,2013.24,6439.96,Manual,5976.45,Bebek,114.32,12.154159280397721,6.98
 Supra X 125,2012.06,7520.16,Manual,101141.16,Bebek,232.37,106.38085655443682,91.17
 Sonic 150,2014.52,10805.75,Kopling,103032.7,Trail,125.2,86.67286641221527,56.17
 Verza,2016.15,19404.68,Automatic,71542.95,Trail,291.71,144.9916520284636,112.12
 Verza,2014.05,30019.97,Kopling,68978.3,Bebek,220.72,122.53119473600468,121.22
 Supra X 125,2011.44,25678.65,Automatic,97061.92,Bebek,4.65,57.40411696308571,82.82
 BeAT,2015.8,28416.28,Manual,93907.4,Bebek,264.0,86.8457905038582,0.26
 BeAT Street,2018.22,14749.09,Automatic,106119.92,Trail,30.24,90.80330823098681,95.45
 Verza,2014.07,16423.79,Kopling,66426.71,Trail,42.16,66.97048816745773,112.33
 BeAT ,2012.73,16081.48,Kopling,115243.39,Skuter,220.35,79.74066332255818,37.35
 PCX,2014.54,9785.25,Kopling,118596.64,Sport,259.49,113.46083710635286,69.7
 Supra X 125,2011.39,5708.9,Kopling,15103.52,Trail,160.9,78.43823365406904,144.86
 Supra X 125,2017.56,22234.99,Kopling,101347.47,Bebek,86.71,79.93357635057188,44.72
 Revo,2017.61,34661.57,Automatic,60199.59,Sport,105.39,67.33522696053627,33.47
 Genio,2015.7,9003.92,Kopling,46991.67,Trail,102.87,39.0280821035354,31.63
 Genio,2013.82,5255.52,Manual,73524.47,Sport,98.0,56.31708498974659,83.82
 BeAT ,2017.4,28119.61,Kopling,7975.85,Skuter,72.87,101.84819842129669,142.47
 Sonic 150,2015.44,11679.43,Automatic,60980.71,Trail,182.66,99.62896196519283,91.3
 BeAT,2017.61,29683.06,Kopling,103859.11,Bebek,270.12,101.91278521992324,45.5
 Vario 125,2016.05,25761.12,Kopling,26506.67,Bebek,92.12,67.57435423218891,95.79
 Vario 125,2017.28,33303.07,Automatic,51559.61,Skuter,56.01,72.79762847026986,93.73
 Supra GTR,2015.79,16557.12,Kopling,111929.38,Skuter,251.57,117.26666072375504,89.54
 BeAT ,2014.31,24451.8,Automatic,51815.39,Skuter,222.53,71.68925539978687,23.91
 Supra X 125,2018.66,18302.0,Kopling,43556.18,Skuter,279.25,100.01786119264402,95.19
 BeAT ,2015.33,23472.74,Manual,53224.1,Skuter,49.66,51.95322253548997,64.52
 BeAT ,2015.84,17826.04,Kopling,62509.29,Trail,43.28,21.60215757041683,2.79
 CRF 150,2012.76,9684.14,Automatic,75750.47,Trail,162.43,80.80664299777992,80.96
 BeAT ,2016.01,19644.89,Manual,95599.71,Sport,184.33,136.2813992638807,148.39
 Genio,2015.57,20290.3,Automatic,54584.89,Skuter,144.05,63.5548039408896,52.46
 CRF 150,2012.48,29089.03,Kopling,97574.99,Bebek,179.69,137.13213478097202,144.83
 BeAT ,2011.48,26746.51,Manual,64188.04,Bebek,54.11,33.2418161666745,14.43
 BeAT Street,2015.83,24508.63,Automatic,41216.28,Skuter,143.88,93.37891896756192,109.87
 PCX,2017.11,7336.56,Manual,78804.84,Skuter,197.43,81.4889917613026,17.15
 Vario 125,2015.19,26281.51,Manual,85837.48,Skuter,129.81,92.71242537120965,41.04
 CRF 150,2012.81,19408.02,Automatic,67050.48,Skuter,203.83,81.02128774701416,85.63
 Supra GTR,2016.33,31694.01,Manual,8052.26,Skuter,135.36,89.73707654964352,88.92
 PCX,2011.64,32498.05,Automatic,21379.25,Bebek,100.08,91.16896863377102,116.28
 Supra GTR,2014.53,5519.83,Manual,34958.84,Sport,91.08,44.67233039675797,92.3
 Revo,2012.31,29402.2,Manual,34644.45,Skuter,123.27,86.47104084554022,89.04
 Supra GTR,2012.48,4975.12,Manual,80625.02,Skuter,6.93,88.13167914227951,136.85
 Vario 125,2012.62,15254.33,Kopling,3549.89,Skuter,200.56,47.65909639897873,67.82
 Vario 125,2014.09,20718.22,Kopling,90303.76,Trail,253.53,82.81311972845937,33.79
 CRF 150,2011.41,8419.6,Automatic,32610.93,Bebek,106.39,34.61106081999634,24.27
 BeAT ,2014.18,27083.24,Manual,37867.86,Bebek,13.81,51.22171836888042,60.0
 CB150R,2015.09,4059.66,Automatic,63504.34,Sport,296.03,115.05565072051049,106.91
 Revo,2014.87,9059.12,Kopling,26796.59,Trail,79.11,20.560452465433755,6.38
 CRF 150,2014.06,21919.28,Kopling,105457.01,Trail,37.99,57.497547652773164,19.36
 BeAT Street,2017.71,26087.18,Kopling,11435.41,Trail,110.93,29.782281088563465,15.92
 Supra X 125,2012.16,32397.35,Kopling,53676.58,Sport,221.57,115.03415649658324,87.79
 Verza,2015.05,25809.79,Automatic,101333.17,Sport,88.17,86.20529175978369,36.43
 Supra GTR,2011.5,24757.84,Manual,73850.58,Sport,172.41,63.9427195268332,24.94
 CB150R,2011.57,16102.05,Automatic,35786.2,Trail,124.67,64.42793604869625,88.92
 BeAT ,2015.59,3839.07,Manual,50897.23,Bebek,35.33,46.78648314355965,114.2
 Genio,2015.53,7547.85,Kopling,84539.95,Trail,99.09,65.56956641422084,49.82
 Supra X 125,2018.02,20476.57,Manual,115903.89,Sport,217.46,131.98645347430522,86.73
 BeAT,2015.46,24862.38,Kopling,106476.81,Trail,183.6,82.88796201474324,14.72
 Sonic 150,2018.68,16822.97,Automatic,41681.3,Skuter,35.93,100.69481296933772,140.28
 CB150R,2011.39,26595.45,Manual,118837.96,Trail,49.0,69.50948993933879,50.53
 Genio,2011.78,20080.58,Automatic,1803.36,Trail,192.22,101.85825617623367,149.63
 Revo,2011.35,6113.22,Kopling,4641.89,Bebek,244.02,80.90506208644365,146.79
 BeAT,2012.48,9789.72,Automatic,98323.25,Bebek,104.84,91.58099179558205,116.82
 CRF 150,2015.33,30006.1,Kopling,24859.58,Bebek,178.59,51.342523109331,3.01
 BeAT ,2016.16,26415.55,Kopling,8541.05,Skuter,51.19,60.1408252043645,81.52
 Supra X 125,2011.36,31714.68,Kopling,29293.61,Bebek,93.41,33.50981928769261,13.03
 Supra X 125,2018.57,7466.67,Automatic,51525.52,Skuter,6.08,74.45954941360316,134.27
 Supra X 125,2017.74,34692.95,Automatic,87348.7,Sport,230.48,153.55149403734424,118.45
 Revo,2013.37,10332.28,Manual,74849.69,Bebek,120.3,97.11781017065697,145.85
 BeAT,2011.62,4166.52,Manual,29349.27,Trail,244.84,57.84459595032229,91.26
 Supra GTR,2012.36,34917.6,Automatic,60605.3,Trail,212.51,121.54567789745529,78.33
 Sonic 150,2012.02,12568.22,Automatic,110368.43,Skuter,248.62,120.17522017471457,77.85
 BeAT Street,2011.99,24640.54,Automatic,97284.0,Bebek,85.7,61.46120322623844,57.97
 Revo,2015.15,9311.31,Automatic,39417.19,Trail,55.53,53.59236927082996,70.3
 Verza,2012.97,21901.55,Kopling,116963.27,Sport,291.57,129.40821953181086,95.31
 Sonic 150,2013.87,32003.99,Kopling,84766.57,Bebek,215.2,143.25396750033394,139.94
 Vario 125,2018.92,13788.33,Kopling,8738.73,Sport,250.21,94.03996980208885,89.38
 BeAT ,2016.47,24710.25,Automatic,5527.97,Trail,3.94,65.92530165191704,128.57
 Revo,2018.59,9661.4,Kopling,21205.71,Bebek,106.34,75.00122613262225,129.42
 Genio,2012.14,23291.99,Kopling,87029.79,Skuter,222.85,96.42245405660461,77.82
 Sonic 150,2014.06,14295.91,Manual,23009.54,Trail,23.39,19.989512151662602,52.12
 Verza,2015.44,10388.49,Manual,61572.02,Sport,170.2,79.47194432217351,95.94
 Vario 125,2011.61,13569.97,Kopling,12363.89,Bebek,128.72,44.57469012273478,66.88
 Supra GTR,2011.03,9378.66,Kopling,109741.54,Sport,5.28,20.822103194505544,12.22
 BeAT,2016.36,31937.88,Kopling,41861.06,Sport,70.79,74.53926631352643,56.67
 Genio,2016.13,16190.83,Automatic,108240.91,Skuter,85.44,134.8210232303751,149.11
 CRF 150,2014.29,11451.47,Manual,112564.12,Skuter,33.56,34.72099665233813,7.28
 Sonic 150,2014.92,17788.88,Manual,2112.09,Trail,189.46,82.4421119244383,104.5
 BeAT ,2014.32,13799.41,Manual,56000.68,Skuter,72.72,87.90084626769496,126.18
 BeAT,2011.19,27024.14,Kopling,4292.01,Skuter,83.29,64.23015212885535,97.31
 Genio,2013.68,34100.09,Automatic,108306.88,Trail,269.47,136.68879010564132,85.46
 Vario 125,2012.42,17465.21,Manual,62386.31,Trail,140.14,95.26231878060878,106.13
 Genio,2011.79,30662.38,Manual,10208.84,Trail,117.64,62.54865804417555,64.4
 BeAT,2018.65,21453.36,Automatic,14366.05,Trail,217.16,47.4021202248898,13.7
 PCX,2015.79,8704.6,Kopling,46514.29,Sport,272.88,130.5624624169252,144.36
 BeAT Street,2016.83,25345.74,Kopling,112018.01,Sport,7.51,88.54289654878258,64.85
 CB150R,2013.52,19817.64,Manual,82918.0,Trail,134.47,87.80862292197412,99.81
 Supra GTR,2014.15,24097.27,Manual,103474.17,Trail,183.23,108.27527825630692,79.7
 Vario 125,2012.9,31556.36,Automatic,44507.92,Bebek,95.57,50.863762099794485,8.2
 BeAT,2011.78,17540.12,Manual,6475.48,Bebek,231.72,97.35973445310184,142.91
 BeAT Street,2012.43,31914.84,Automatic,116028.24,Bebek,291.44,163.75481849194574,118.88
 BeAT Street,2017.38,27219.12,Manual,3411.56,Skuter,283.03,98.5669652282791,22.36
 CRF 150,2016.42,19042.99,Manual,112890.75,Sport,79.79,114.73398210406388,147.25
 Genio,2015.38,22618.93,Manual,44769.22,Sport,67.9,67.34870321990486,110.54
 CB150R,2014.8,13956.81,Kopling,2578.23,Bebek,287.25,82.00482762940842,70.85
 BeAT Street,2018.38,34486.25,Automatic,82476.55,Bebek,137.59,123.36329341108926,91.71
 CB150R,2011.58,24619.69,Automatic,116760.39,Sport,62.49,55.44457905265661,16.01
 Genio,2013.24,5166.98,Kopling,115005.56,Skuter,212.1,114.41484596419777,84.06
 BeAT,2013.8,13989.28,Kopling,20326.69,Bebek,85.33,6.746239443731177,11.05
 BeAT ,2017.26,23245.79,Kopling,22716.44,Trail,80.17,74.51610020554554,81.73
 PCX,2018.94,5556.54,Automatic,67931.74,Bebek,263.77,97.7177311236784,82.9
 BeAT Street,2012.93,4544.16,Manual,76375.65,Sport,48.74,93.97007462799903,131.17
 Revo,2017.99,17839.31,Kopling,88390.17,Sport,19.32,108.53274298231703,108.76
 PCX,2017.64,14178.6,Kopling,22693.2,Bebek,80.76,32.42306796742648,37.43
 Genio,2012.8,17473.48,Kopling,114226.81,Bebek,182.08,120.77996501482308,133.26
 CRF 150,2014.19,11994.77,Manual,76544.42,Trail,36.93,72.57915018630601,85.99
 Supra GTR,2014.28,8938.03,Manual,101053.69,Trail,141.48,86.82894266965157,90.96
 Revo,2018.83,25299.58,Kopling,64934.59,Skuter,188.2,81.3157267804669,25.35
 Vario 125,2012.45,19853.1,Manual,50134.4,Skuter,254.62,116.45084884773526,128.67
 CRF 150,2017.39,10043.61,Kopling,116365.36,Trail,68.96,92.75002613639614,139.64
 PCX,2013.67,13769.87,Manual,69882.82,Skuter,245.2,112.68203554685563,116.25
 Genio,2016.85,22262.81,Automatic,103386.48,Skuter,70.47,111.83398190609871,141.11
 PCX,2014.36,6052.48,Automatic,113554.43,Bebek,203.03,78.3787145100579,45.34
 BeAT Street,2015.63,8399.39,Manual,80852.55,Trail,129.2,115.41797764998522,129.17
 CRF 150,2017.66,6084.19,Automatic,65978.58,Bebek,34.4,42.91069857660446,73.33
 BeAT,2017.43,29142.49,Automatic,1804.08,Bebek,214.28,72.78451632862964,24.59
 Revo,2017.93,27273.42,Automatic,6099.67,Skuter,65.33,69.49465560048493,100.32
 Verza,2011.48,27301.61,Kopling,25022.95,Bebek,52.99,61.6865025532515,102.62
 Sonic 150,2016.54,26147.63,Manual,23276.57,Sport,107.5,64.59430289833615,43.04
 PCX,2012.12,24683.16,Manual,31365.67,Skuter,195.99,50.9174316679687,4.12
 Vario 125,2014.33,18680.67,Manual,37269.3,Sport,70.2,43.31295628811854,29.98
 Vario 125,2015.39,23837.44,Automatic,43755.95,Skuter,55.1,67.25857028392035,59.97
 Supra X 125,2014.22,4995.84,Kopling,50871.04,Bebek,2.99,11.812804510252725,25.13
 CRF 150,2015.16,23188.07,Manual,13023.51,Skuter,141.49,40.994004253679265,29.1
 PCX,2018.97,28068.01,Automatic,6375.26,Sport,128.59,57.09188637954817,58.71
 Sonic 150,2012.08,19409.68,Kopling,80686.63,Skuter,70.16,91.29761082031801,144.27
 BeAT ,2016.4,14953.06,Kopling,64613.28,Sport,16.1,105.9552633936385,114.64
 BeAT Street,2014.17,12454.44,Manual,53648.56,Trail,128.78,68.33724506398414,47.96
 CB150R,2012.06,23853.78,Manual,76038.57,Bebek,236.46,117.49800474980633,142.74
 BeAT,2012.27,25413.7,Automatic,98774.93,Sport,214.58,103.35833419987581,96.85
 Sonic 150,2018.59,30972.32,Manual,51712.92,Trail,258.24,118.44664117565868,68.32
 CB150R,2018.04,14479.48,Automatic,76824.48,Bebek,2.87,66.6503585217485,70.25
 CRF 150,2018.26,27815.13,Kopling,113587.35,Trail,289.93,140.04352057295068,61.61
 CB150R,2018.93,21312.74,Kopling,100180.38,Sport,102.42,77.03370092533889,34.95
 Verza,2012.67,31342.62,Kopling,51513.83,Bebek,297.12,102.68577990028827,57.99
